"","Player","Score","Time"
"4272","Olov Rasmussen",591,18
"4273","Mike Friedman",591,9
"4274","Sami Carlson",593,16
"4275","Olga Treischl",593,17
"4276","Viky Moreux",593,20
"4277","Gerry Walsh",593,18
"4278","Nelly Fleming",593,14
"4279","Sami Carlson",594,14
"4280","Gunnar Weimar",594,11
"4281","Erik Warsky",595,8
"4282","Erik Warsky",601,25
"4283","Sandra Toble",602,15
"4284","Mike Friedman",605,20
"4285","Gerry Walsh",605,17
"4286","Erik Warsky",605,18
"4287","Olov Rasmussen",605,16
"4288","Olov Rasmussen",605,14
"4289","Viky Moreux",605,21
"4290","Nelly Fleming",605,3
"4291","Erik Warsky",605,4
"4292","Gunnar Weimar",605,15
"4293","Olga Treischl",605,7
"4294","Gerry Walsh",605,14
"4295","Gerry Walsh",605,12
"4296","Nelly Fleming",608,13
"4297","Gunnar Weimar",608,9
"4298","Olga Treischl",608,8
"4299","Sandra Toble",608,16
"4300","Nelly Fleming",608,16
"4301","Gerry Walsh",608,13
"4302","Olga Treischl",608,6
"4303","Viky Moreux",608,23
"4304","Olov Rasmussen",608,11
"4305","Nelly Fleming",421,6
"4306","Mike Friedman",421,13
"4307","Nelly Fleming",421,17
"4308","Olga Treischl",609,7
"4309","Olov Rasmussen",612,8
"4310","Sami Carlson",612,25
"4311","Olov Rasmussen",612,21
"4312","Olga Treischl",612,13
"4313","Viky Moreux",615,10
"4314","Sandra Toble",616,17
"4315","Sami Carlson",619,13
"4316","Sissy Welch",621,4
"4317","Gerry Walsh",621,22
"4318","Olov Rasmussen",621,16
"4319","Olga Treischl",622,24
"4320","Viky Moreux",622,4
"4321","Erik Warsky",624,21
"4322","Gerry Walsh",421,4
"4323","Olga Treischl",421,14
"4324","Erik Warsky",421,22
"4325","Viky Moreux",421,20
"4326","Viky Moreux",421,11
"4327","Gunnar Weimar",625,12
"4328","Viky Moreux",625,24
"4329","Sami Carlson",625,23
"4330","Gunnar Weimar",625,17
"4331","Gerry Walsh",625,10
"4332","Erik Warsky",625,13
"4333","Olga Treischl",625,10
"4334","Olga Treischl",625,22
"4335","Olov Rasmussen",625,22
"4336","Olov Rasmussen",625,18
"4337","Sissy Welch",625,15
"4338","Sissy Welch",625,20
"4339","Sissy Welch",625,4
"4340","Sandra Toble",625,19
"4341","Sissy Welch",625,25
"4342","Sami Carlson",625,10
"4343","Viky Moreux",625,6
"4344","Sandra Toble",625,23
"4345","Sami Carlson",625,18
"4346","Nelly Fleming",625,12
"4347","Gunnar Weimar",626,18
"4348","Mike Friedman",627,7
"4349","Sandra Toble",628,19
"4350","Nelly Fleming",628,18
"4351","Erik Warsky",628,5
"4352","Viky Moreux",628,19
"4353","Erik Warsky",422,7
"4354","Viky Moreux",635,20
"4355","Sami Carlson",636,19
"4356","Sami Carlson",638,14
"4357","Sissy Welch",638,11
"4358","Olov Rasmussen",639,24
"4359","Sandra Toble",640,20
"4360","Sissy Welch",640,13
"4361","Olga Treischl",641,12
"4362","Sami Carlson",642,23
"4363","Erik Warsky",642,4
"4364","Erik Warsky",642,23
"4365","Viky Moreux",644,19
"4366","Gunnar Weimar",645,14
"4367","Viky Moreux",645,10
"4368","Viky Moreux",645,7
"4369","Sissy Welch",645,3
"4370","Sissy Welch",429,15
"4371","Sandra Toble",429,6
"4372","Nelly Fleming",645,7
"4373","Viky Moreux",645,23
"4374","Viky Moreux",645,25
"4375","Gunnar Weimar",645,9
"4376","Sissy Welch",645,10
"4377","Mike Friedman",645,17
"4378","Sami Carlson",651,16
"4379","Sami Carlson",651,16
"4380","Gunnar Weimar",652,12
"4381","Erik Warsky",652,9
"4382","Sami Carlson",652,15
"4383","Sandra Toble",652,21
"4384","Mike Friedman",656,16
"4385","Sissy Welch",656,22
"4386","Gerry Walsh",658,8
"4387","Olga Treischl",658,13
"4388","Gunnar Weimar",658,16
"4389","Viky Moreux",658,20
"4390","Gerry Walsh",660,18
"4391","Sissy Welch",662,16
"4392","Gerry Walsh",662,16
"4393","Sandra Toble",662,20
"4394","Gunnar Weimar",664,9
"4395","Olov Rasmussen",664,8
"4396","Sandra Toble",665,12
"4397","Mike Friedman",665,23
"4398","Sami Carlson",665,4
"4399","Nelly Fleming",432,7
"4400","Gunnar Weimar",667,17
"4401","Gunnar Weimar",668,4
"4402","Erik Warsky",671,20
"4403","Olga Treischl",671,22
"4404","Nelly Fleming",671,8
"4405","Sami Carlson",672,13
"4406","Nelly Fleming",672,11
"4407","Olov Rasmussen",673,21
"4408","Nelly Fleming",673,3
"4409","Mike Friedman",675,9
"4410","Olga Treischl",675,10
"4411","Olga Treischl",675,4
"4412","Olov Rasmussen",675,7
"4413","Sami Carlson",675,16
"4414","Olga Treischl",675,22
"4415","Gerry Walsh",675,13
"4416","Mike Friedman",675,22
"4417","Gerry Walsh",675,18
"4418","Nelly Fleming",675,10
"4419","Sandra Toble",675,13
"4420","Erik Warsky",675,16
"4421","Olga Treischl",675,7
"4422","Gunnar Weimar",676,11
"4423","Sami Carlson",677,8
"4424","Olov Rasmussen",680,24
"4425","Viky Moreux",680,22
"4426","Viky Moreux",680,24
"4427","Olov Rasmussen",680,13
"4428","Olga Treischl",680,5
"4429","Nelly Fleming",683,8
"4430","Sandra Toble",683,18
"4431","Olga Treischl",684,22
"4432","Erik Warsky",684,24
"4433","Gerry Walsh",684,22
"4434","Erik Warsky",684,6
"4435","Sandra Toble",684,10
"4436","Nelly Fleming",684,21
"4437","Gerry Walsh",684,3
"4438","Gerry Walsh",435,24
"4439","Gunnar Weimar",685,4
"4440","Gunnar Weimar",687,8
"4441","Viky Moreux",687,15
"4442","Sami Carlson",687,22
"4443","Erik Warsky",694,12
"4444","Olga Treischl",694,17
"4445","Gerry Walsh",695,7
"4446","Olov Rasmussen",695,12
"4447","Mike Friedman",696,13
"4448","Olga Treischl",698,12
"4449","Nelly Fleming",698,10
"4450","Nelly Fleming",436,4
"4451","Sami Carlson",436,6
"4452","Erik Warsky",436,20
"4453","Erik Warsky",438,15
"4454","Viky Moreux",438,22
"4455","Gerry Walsh",698,6
"4456","Gerry Walsh",698,16
"4457","Olga Treischl",698,25
"4458","Sissy Welch",698,25
"4459","Sandra Toble",698,17
"4460","Sandra Toble",698,13
"4461","Mike Friedman",698,23
"4462","Olga Treischl",698,14
"4463","Olga Treischl",698,18
"4464","Gerry Walsh",703,13
"4465","Gerry Walsh",704,23
"4466","Olov Rasmussen",706,20
"4467","Olga Treischl",707,13
"4468","Mike Friedman",707,18
"4469","Erik Warsky",707,16
"4470","Nelly Fleming",707,3
"4471","Nelly Fleming",707,23
"4472","Olov Rasmussen",709,19
"4473","Sandra Toble",709,8
"4474","Erik Warsky",709,13
"4475","Nelly Fleming",709,9
"4476","Sissy Welch",710,25
"4477","Nelly Fleming",710,7
"4478","Sissy Welch",710,5
"4479","Mike Friedman",710,5
"4480","Olov Rasmussen",710,16
"4481","Mike Friedman",710,15
"4482","Sami Carlson",710,8
"4483","Gerry Walsh",710,8
"4484","Olga Treischl",711,23
"4485","Olov Rasmussen",443,8
"4486","Gerry Walsh",717,10
"4487","Sami Carlson",720,17
"4488","Olov Rasmussen",720,16
"4489","Sissy Welch",720,14
"4490","Olov Rasmussen",720,7
"4491","Erik Warsky",720,6
"4492","Gunnar Weimar",720,17
"4493","Olga Treischl",720,13
"4494","Sandra Toble",720,8
"4495","Sissy Welch",720,13
"4496","Gerry Walsh",720,15
"4497","Nelly Fleming",725,19
"4498","Sami Carlson",447,7
"4499","Sissy Welch",725,16
"4500","Viky Moreux",726,15
"4501","Erik Warsky",726,16
"4502","Mike Friedman",729,6
"4503","Nelly Fleming",730,11
"4504","Olga Treischl",730,9
"4505","Olga Treischl",732,22
"4506","Sissy Welch",732,5
"4507","Nelly Fleming",732,10
"4508","Nelly Fleming",734,12
"4509","Gerry Walsh",734,13
"4510","Mike Friedman",734,12
"4511","Gunnar Weimar",734,7
"4512","Erik Warsky",734,6
"4513","Sami Carlson",734,12
"4514","Nelly Fleming",734,8
"4515","Erik Warsky",734,15
"4516","Olov Rasmussen",734,10
"4517","Olga Treischl",734,16
"4518","Nelly Fleming",734,16
"4519","Nelly Fleming",734,14
"4520","Olga Treischl",734,16
"4521","Viky Moreux",734,13
"4522","Sandra Toble",447,3
"4523","Gerry Walsh",734,22
"4524","Sandra Toble",739,25
"4525","Gunnar Weimar",742,6
"4526","Olov Rasmussen",742,7
"4527","Erik Warsky",742,18
"4528","Gunnar Weimar",743,8
"4529","Gunnar Weimar",743,19
"4530","Gerry Walsh",745,24
"4531","Sami Carlson",449,3
"4532","Mike Friedman",749,7
"4533","Sandra Toble",749,23
"4534","Mike Friedman",749,25
"4535","Erik Warsky",752,9
"4536","Olga Treischl",753,14
"4537","Sandra Toble",756,22
"4538","Sami Carlson",756,24
"4539","Gerry Walsh",756,9
"4540","Viky Moreux",756,20
"4541","Sandra Toble",756,11
"4542","Sandra Toble",757,19
"4543","Sissy Welch",449,16
"4544","Nelly Fleming",758,22
"4545","Erik Warsky",758,25
"4546","Sandra Toble",758,25
"4547","Sandra Toble",758,20
"4548","Erik Warsky",758,23
"4549","Gunnar Weimar",759,16
"4550","Sissy Welch",762,5
"4551","Olov Rasmussen",763,4
"4552","Sissy Welch",764,4
"4553","Sandra Toble",764,23
"4554","Olov Rasmussen",766,19
"4555","Olov Rasmussen",766,22
"4556","Viky Moreux",766,19
"4557","Gunnar Weimar",766,11
"4558","Viky Moreux",368,8
"4559","Sami Carlson",372,5
"4560","Viky Moreux",450,19
"4561","Sami Carlson",450,18
"4562","Viky Moreux",772,25
"4563","Gunnar Weimar",772,20
"4564","Mike Friedman",772,24
"4565","Sissy Welch",776,NA
"4566","Olga Treischl",776,25
"4567","Sandra Toble",776,23
"4568","Gunnar Weimar",776,21
"4569","Gunnar Weimar",776,9
"4570","Olga Treischl",776,19
"4571","Sami Carlson",776,5
"4572","Viky Moreux",776,16
"4573","Gunnar Weimar",776,21
"4574","Sissy Welch",452,14
"4575","Olga Treischl",776,16
"4576","Sandra Toble",776,9
"4577","Gerry Walsh",776,12
"4578","Nelly Fleming",778,23
"4579","Olga Treischl",778,13
"4580","Sandra Toble",778,20
"4581","Sami Carlson",778,11
"4582","Sami Carlson",779,19
"4583","Mike Friedman",779,6
"4584","Sissy Welch",779,23
"4585","Olov Rasmussen",780,25
"4586","Olga Treischl",780,10
"4587","Erik Warsky",781,9
"4588","Mike Friedman",789,8
"4589","Olga Treischl",789,5
"4590","Nelly Fleming",789,11
"4591","Gunnar Weimar",789,25
"4592","Erik Warsky",789,14
"4593","Nelly Fleming",789,18
"4594","Sami Carlson",789,5
"4595","Sandra Toble",789,7
"4596","Sami Carlson",789,8
"4597","Olov Rasmussen",789,5
"4598","Olga Treischl",790,17
"4599","Olga Treischl",791,18
"4600","Sissy Welch",794,13
"4601","Nelly Fleming",795,3
"4602","Olga Treischl",799,21
"4603","Erik Warsky",802,22
"4604","Gunnar Weimar",802,7
"4605","Olov Rasmussen",457,6
"4606","Nelly Fleming",802,10
"4607","Nelly Fleming",802,23
"4608","Mike Friedman",802,18
"4609","Viky Moreux",802,24
"4610","Olga Treischl",802,21
"4611","Nelly Fleming",802,24
"4612","Viky Moreux",802,19
"4613","Sissy Welch",802,16
"4614","Gunnar Weimar",802,11
"4615","Mike Friedman",802,20
"4616","Olov Rasmussen",802,24
"4617","Sissy Welch",802,22
"4618","Olov Rasmussen",802,19
"4619","Olga Treischl",802,7
"4620","Nelly Fleming",802,7
"4621","Sami Carlson",802,17
"4622","Gerry Walsh",802,24
"4623","Gerry Walsh",802,5
"4624","Sissy Welch",802,18
"4625","Sissy Welch",802,21
"4626","Sandra Toble",803,11
"4627","Olov Rasmussen",804,10
"4628","Olov Rasmussen",805,24
"4629","Mike Friedman",806,18
"4630","Gerry Walsh",461,10
"4631","Mike Friedman",813,15
"4632","Gunnar Weimar",814,6
"4633","Erik Warsky",814,23
"4634","Gunnar Weimar",814,8
"4635","Viky Moreux",814,22
"4636","Mike Friedman",814,15
"4637","Gerry Walsh",815,23
"4638","Gunnar Weimar",816,13
"4639","Sissy Welch",816,23
"4640","Erik Warsky",816,23
"4641","Sami Carlson",816,17
"4642","Gunnar Weimar",816,8
"4643","Mike Friedman",816,15
"4644","Viky Moreux",816,21
"4645","Nelly Fleming",819,21
"4646","Sandra Toble",826,7
"4647","Mike Friedman",461,19
"4648","Nelly Fleming",462,10
"4649","Nelly Fleming",462,11
"4650","Nelly Fleming",462,23
"4651","Olov Rasmussen",828,13
"4652","Sami Carlson",828,14
"4653","Nelly Fleming",828,20
"4654","Sissy Welch",828,10
"4655","Viky Moreux",828,24
"4656","Viky Moreux",828,7
"4657","Mike Friedman",828,24
"4658","Viky Moreux",828,10
"4659","Sissy Welch",828,12
"4660","Gunnar Weimar",828,12
"4661","Nelly Fleming",830,6
"4662","Olga Treischl",830,7
"4663","Viky Moreux",462,NA
"4664","Erik Warsky",462,15
"4665","Sami Carlson",463,6
"4666","Sami Carlson",463,17
"4667","Sami Carlson",837,25
"4668","Viky Moreux",837,7
"4669","Sandra Toble",838,15
"4670","Sandra Toble",840,19
"4671","Nelly Fleming",840,10
"4672","Sissy Welch",842,20
"4673","Sandra Toble",842,4
"4674","Gunnar Weimar",844,17
"4675","Mike Friedman",844,19
"4676","Mike Friedman",844,16
"4677","Sami Carlson",844,9
"4678","Mike Friedman",464,9
"4679","Olga Treischl",464,17
"4680","Sandra Toble",850,4
"4681","Sami Carlson",852,7
"4682","Mike Friedman",857,11
"4683","Sissy Welch",468,21
"4684","Nelly Fleming",857,22
"4685","Gerry Walsh",859,12
"4686","Gerry Walsh",860,4
"4687","Gerry Walsh",862,18
"4688","Sandra Toble",863,25
"4689","Sissy Welch",863,24
"4690","Sissy Welch",863,3
"4691","Nelly Fleming",863,15
"4692","Gunnar Weimar",863,20
"4693","Olga Treischl",863,10
"4694","Gerry Walsh",863,8
"4695","Sissy Welch",863,11
"4696","Gunnar Weimar",863,10
"4697","Olov Rasmussen",863,16
"4698","Erik Warsky",864,8
"4699","Viky Moreux",864,9
"4700","Sami Carlson",865,3
"4701","Olga Treischl",865,12
"4702","Gerry Walsh",865,10
"4703","Sami Carlson",866,6
"4704","Gunnar Weimar",868,16
"4705","Sissy Welch",871,13
"4706","Sissy Welch",871,19
"4707","Olga Treischl",872,16
"4708","Gunnar Weimar",872,11
"4709","Erik Warsky",872,3
"4710","Mike Friedman",872,9
"4711","Sissy Welch",872,21
"4712","Sissy Welch",874,8
"4713","Olov Rasmussen",874,14
"4714","Erik Warsky",877,13
"4715","Sandra Toble",877,15
"4716","Sami Carlson",878,17
"4717","Viky Moreux",878,24
"4718","Olga Treischl",878,5
"4719","Olov Rasmussen",878,19
"4720","Sandra Toble",878,22
"4721","Gerry Walsh",878,13
"4722","Mike Friedman",373,23
"4723","Erik Warsky",379,12
"4724","Gerry Walsh",884,6
"4725","Viky Moreux",886,9
"4726","Gunnar Weimar",886,22
"4727","Olov Rasmussen",886,23
"4728","Sissy Welch",886,11
"4729","Sandra Toble",886,20
"4730","Olov Rasmussen",886,8
"4731","Erik Warsky",886,15
"4732","Mike Friedman",886,19
"4733","Sandra Toble",891,14
"4734","Gerry Walsh",891,11
"4735","Sandra Toble",891,5
"4736","Erik Warsky",891,15
"4737","Gunnar Weimar",891,6
"4738","Viky Moreux",891,3
"4739","Erik Warsky",891,17
"4740","Nelly Fleming",895,12
"4741","Viky Moreux",895,22
"4742","Mike Friedman",895,22
"4743","Olov Rasmussen",895,10
"4744","Gunnar Weimar",473,4
"4745","Viky Moreux",473,7
"4746","Gerry Walsh",473,15
"4747","Erik Warsky",473,3
"4748","Mike Friedman",473,20
"4749","Mike Friedman",473,15
"4750","Olov Rasmussen",897,20
"4751","Mike Friedman",897,12
"4752","Nelly Fleming",897,15
"4753","Nelly Fleming",898,20
"4754","Mike Friedman",901,3
"4755","Mike Friedman",901,22
"4756","Nelly Fleming",901,6
"4757","Sandra Toble",901,18
"4758","Viky Moreux",903,23
"4759","Mike Friedman",907,23
"4760","Olga Treischl",907,5
"4761","Sissy Welch",473,6
"4762","Gerry Walsh",473,16
"4763","Nelly Fleming",475,11
"4764","Sissy Welch",475,15
"4765","Mike Friedman",907,6
"4766","Viky Moreux",907,7
"4767","Sissy Welch",907,24
"4768","Olov Rasmussen",911,5
"4769","Gunnar Weimar",911,13
"4770","Olov Rasmussen",911,8
"4771","Sissy Welch",911,21
"4772","Viky Moreux",911,8
"4773","Mike Friedman",911,10
"4774","Viky Moreux",911,10
"4775","Gunnar Weimar",914,11
"4776","Olga Treischl",917,6
"4777","Nelly Fleming",475,15
"4778","Gunnar Weimar",475,12
"4779","Olov Rasmussen",475,13
"4780","Gunnar Weimar",475,11
"4781","Sami Carlson",475,25
"4782","Viky Moreux",475,10
"4783","Mike Friedman",477,9
"4784","Sissy Welch",921,25
"4785","Sissy Welch",921,21
"4786","Erik Warsky",924,22
"4787","Sami Carlson",924,6
"4788","Sissy Welch",924,8
"4789","Mike Friedman",926,22
"4790","Olov Rasmussen",929,13
"4791","Nelly Fleming",931,9
"4792","Nelly Fleming",477,16
"4793","Sandra Toble",477,11
"4794","Nelly Fleming",477,7
"4795","Gerry Walsh",936,21
"4796","Gerry Walsh",936,21
"4797","Mike Friedman",942,24
"4798","Sissy Welch",942,21
"4799","Olov Rasmussen",942,17
"4800","Mike Friedman",942,16
"4801","Sami Carlson",942,9
"4802","Mike Friedman",942,11
"4803","Sandra Toble",942,14
"4804","Olov Rasmussen",942,11
"4805","Erik Warsky",942,11
"4806","Gerry Walsh",942,21
"4807","Sissy Welch",942,7
"4808","Gunnar Weimar",942,19
"4809","Erik Warsky",942,19
"4810","Olga Treischl",942,11
"4811","Sandra Toble",942,15
"4812","Sissy Welch",943,19
"4813","Sissy Welch",954,9
"4814","Olga Treischl",954,10
"4815","Olov Rasmussen",956,12
"4816","Mike Friedman",956,13
"4817","Gerry Walsh",956,9
"4818","Viky Moreux",956,22
"4819","Mike Friedman",956,20
"4820","Gunnar Weimar",957,10
"4821","Sandra Toble",957,13
"4822","Sandra Toble",959,24
"4823","Viky Moreux",959,20
"4824","Olga Treischl",479,21
"4825","Sami Carlson",965,19
"4826","Nelly Fleming",967,23
"4827","Sissy Welch",972,22
"4828","Erik Warsky",972,24
"4829","Viky Moreux",972,9
"4830","Erik Warsky",972,6
"4831","Sissy Welch",972,13
"4832","Sissy Welch",484,22
"4833","Sissy Welch",979,23
"4834","Sandra Toble",979,16
"4835","Nelly Fleming",979,10
"4836","Sami Carlson",979,17
"4837","Gerry Walsh",981,9
"4838","Sandra Toble",982,5
"4839","Nelly Fleming",984,13
"4840","Sandra Toble",988,22
"4841","Gerry Walsh",988,19
"4842","Olov Rasmussen",988,14
"4843","Sissy Welch",988,21
"4844","Sami Carlson",990,7
"4845","Gunnar Weimar",1002,20
"4846","Gunnar Weimar",1002,8
"4847","Sissy Welch",1004,17
"4848","Gunnar Weimar",485,22
"4849","Gunnar Weimar",486,17
"4850","Viky Moreux",1013,14
"4851","Olov Rasmussen",1013,15
"4852","Sissy Welch",1013,14
"4853","Sami Carlson",1013,15
"4854","Viky Moreux",1013,17
"4855","Mike Friedman",380,4
"4856","Viky Moreux",380,17
"4857","Sandra Toble",1020,21
"4858","Nelly Fleming",1020,10
"4859","Sissy Welch",1025,10
"4860","Mike Friedman",1033,14
"4861","Viky Moreux",1034,16
"4862","Sissy Welch",488,14
"4863","Olov Rasmussen",488,9
"4864","Sami Carlson",489,13
"4865","Gerry Walsh",489,17
"4866","Viky Moreux",1046,18
"4867","Sandra Toble",1046,11
"4868","Sami Carlson",1046,18
"4869","Olga Treischl",1046,19
"4870","Viky Moreux",1046,7
"4871","Olga Treischl",1046,21
"4872","Erik Warsky",1046,12
"4873","Sissy Welch",1046,23
"4874","Olga Treischl",1046,10
"4875","Mike Friedman",1052,23
"4876","Olga Treischl",489,18
"4877","Sandra Toble",490,16
"4878","Viky Moreux",1068,23
"4879","Gerry Walsh",490,20
"4880","Sandra Toble",490,18
"4881","Sami Carlson",491,7
"4882","Sandra Toble",491,12
"4883","Olov Rasmussen",1074,23
"4884","Sandra Toble",1074,21
"4885","Nelly Fleming",1080,19
"4886","Olga Treischl",1080,5
"4887","Viky Moreux",491,19
"4888","Sami Carlson",1105,11
"4889","Nelly Fleming",492,6
"4890","Mike Friedman",492,17
"4891","Sissy Welch",1107,18
"4892","Olov Rasmussen",1112,13
"4893","Viky Moreux",1114,10
"4894","Mike Friedman",1122,10
"4895","Sandra Toble",1122,25
"4896","Gunnar Weimar",496,16
"4897","Olov Rasmussen",499,7
"4898","Gerry Walsh",499,9
"4899","Olga Treischl",500,21
"4900","Olov Rasmussen",501,17
"4901","Olga Treischl",502,25
"4902","Sissy Welch",1214,20
"4903","Sami Carlson",389,8
"4904","Sissy Welch",1251,22
"4905","Sandra Toble",1310,18
"4906","Sandra Toble",1331,23
"4907","Sissy Welch",506,24
"4908","Gerry Walsh",506,7
"4909","Nelly Fleming",506,19
"4910","Nelly Fleming",506,17
"4911","Olga Treischl",506,9
"4912","Sandra Toble",506,6
"4913","Erik Warsky",507,4
"4914","Sissy Welch",513,12
"4915","Sandra Toble",515,11
"4916","Nelly Fleming",515,4
"4917","Erik Warsky",515,4
"4918","Sandra Toble",518,19
"4919","Sandra Toble",394,14
"4920","Sami Carlson",394,22
"4921","Erik Warsky",521,16
"4922","Olga Treischl",523,14
"4923","Olga Treischl",523,22
"4924","Mike Friedman",524,21
"4925","Olga Treischl",524,13
"4926","Nelly Fleming",526,21
"4927","Mike Friedman",526,9
"4928","Sami Carlson",526,4
"4929","Sandra Toble",526,19
"4930","Nelly Fleming",526,15
"4931","Nelly Fleming",526,21
"4932","Sami Carlson",526,14
"4933","Gerry Walsh",526,14
"4934","Sandra Toble",526,21
"4935","Sami Carlson",526,14
"4936","Olga Treischl",526,25
"4937","Gerry Walsh",526,14
"4938","Gunnar Weimar",529,9
"4939","Sandra Toble",394,9
"4940","Mike Friedman",394,7
"4941","Olga Treischl",394,21
"4942","Olov Rasmussen",394,9
"4943","Sandra Toble",532,17
"4944","Gunnar Weimar",533,4
"4945","Gunnar Weimar",540,3
"4946","Sami Carlson",540,8
"4947","Mike Friedman",540,8
"4948","Mike Friedman",540,13
"4949","Mike Friedman",540,17
"4950","Mike Friedman",540,5
"4951","Mike Friedman",541,20
"4952","Gunnar Weimar",541,21
"4953","Sandra Toble",542,3
"4954","Viky Moreux",401,9
"4955","Mike Friedman",401,7
"4956","Mike Friedman",544,6
"4957","Viky Moreux",544,12
"4958","Sissy Welch",544,11
"4959","Viky Moreux",544,11
"4960","Gerry Walsh",544,5
"4961","Sissy Welch",544,24
"4962","Sissy Welch",544,3
"4963","Viky Moreux",544,14
"4964","Olga Treischl",544,7
"4965","Gerry Walsh",544,11
"4966","Sami Carlson",544,7
"4967","Sissy Welch",545,8
"4968","Erik Warsky",545,22
"4969","Olov Rasmussen",548,21
"4970","Sissy Welch",552,17
"4971","Nelly Fleming",552,16
"4972","Mike Friedman",552,7
"4973","Sandra Toble",351,18
"4974","Olga Treischl",405,21
"4975","Sissy Welch",554,21
"4976","Nelly Fleming",554,12
"4977","Nelly Fleming",554,23
"4978","Erik Warsky",556,9
"4979","Gunnar Weimar",557,5
"4980","Viky Moreux",557,18
"4981","Sandra Toble",558,22
"4982","Nelly Fleming",558,9
"4983","Erik Warsky",558,24
"4984","Gerry Walsh",558,11
"4985","Sandra Toble",558,10
"4986","Gunnar Weimar",558,25
"4987","Erik Warsky",559,12
"4988","Sami Carlson",561,17
"4989","Sami Carlson",561,8
"4990","Sandra Toble",561,22
"4991","Sami Carlson",562,14
"4992","Sissy Welch",562,23
"4993","Sissy Welch",564,8
"4994","Sami Carlson",565,14
"4995","Nelly Fleming",566,14
"4996","Olga Treischl",407,21
"4997","Gunnar Weimar",407,24
"4998","Erik Warsky",567,10
"4999","Olga Treischl",567,14
"5000","Olga Treischl",568,6
"5001","Gerry Walsh",568,17
"5002","Erik Warsky",570,9
"5003","Olov Rasmussen",571,17
"5004","Nelly Fleming",571,20
"5005","Sissy Welch",571,10
"5006","Nelly Fleming",571,17
"5007","Erik Warsky",571,25
"5008","Erik Warsky",571,8
"5009","Mike Friedman",571,22
"5010","Nelly Fleming",571,18
"5011","Sandra Toble",573,15
"5012","Mike Friedman",573,24
"5013","Gunnar Weimar",574,13
"5014","Viky Moreux",576,7
"5015","Sami Carlson",576,11
"5016","Viky Moreux",576,6
"5017","Olov Rasmussen",576,5
"5018","Gerry Walsh",578,8
"5019","Gunnar Weimar",579,13
"5020","Mike Friedman",579,23
"5021","Sandra Toble",579,23
"5022","Sandra Toble",579,25
"5023","Olga Treischl",579,24
"5024","Erik Warsky",579,10
"5025","Erik Warsky",583,11
"5026","Gerry Walsh",589,7
"5027","Mike Friedman",589,4
"5028","Erik Warsky",590,15
"5029","Gerry Walsh",417,14
"5030","Erik Warsky",417,20
"5031","Viky Moreux",418,6
"5032","Nelly Fleming",418,15
"5033","Olov Rasmussen",590,3
"5034","Olov Rasmussen",591,17
"5035","Sissy Welch",593,14
"5036","Sami Carlson",593,4
"5037","Mike Friedman",593,13
"5038","Sissy Welch",593,14
"5039","Olov Rasmussen",593,24
"5040","Erik Warsky",593,14
"5041","Gerry Walsh",593,19
"5042","Mike Friedman",593,12
"5043","Viky Moreux",594,10
"5044","Sissy Welch",594,7
"5045","Erik Warsky",594,24
"5046","Gunnar Weimar",595,17
"5047","Sami Carlson",596,10
"5048","Gunnar Weimar",596,6
"5049","Gunnar Weimar",602,18
"5050","Nelly Fleming",605,4
"5051","Mike Friedman",605,15
"5052","Olov Rasmussen",605,20
"5053","Erik Warsky",605,9
"5054","Sami Carlson",605,16
"5055","Nelly Fleming",605,19
"5056","Erik Warsky",608,19
"5057","Nelly Fleming",608,20
"5058","Sami Carlson",608,22
"5059","Sami Carlson",608,22
"5060","Gerry Walsh",421,10
"5061","Gerry Walsh",421,7
"5062","Gunnar Weimar",609,6
"5063","Viky Moreux",610,15
"5064","Sami Carlson",612,4
"5065","Olga Treischl",612,11
"5066","Erik Warsky",612,8
"5067","Sandra Toble",612,7
"5068","Mike Friedman",624,18
"5069","Erik Warsky",421,23
"5070","Olov Rasmussen",421,19
"5071","Olov Rasmussen",625,12
"5072","Gunnar Weimar",625,20
"5073","Sandra Toble",625,13
"5074","Sandra Toble",625,5
"5075","Sissy Welch",625,20
"5076","Viky Moreux",625,15
"5077","Olov Rasmussen",625,13
"5078","Sissy Welch",625,5
"5079","Olga Treischl",625,20
"5080","Erik Warsky",625,5
"5081","Olga Treischl",625,5
"5082","Erik Warsky",625,19
"5083","Erik Warsky",625,14
"5084","Gunnar Weimar",625,14
"5085","Gerry Walsh",625,20
"5086","Mike Friedman",625,11
"5087","Olga Treischl",625,8
"5088","Sami Carlson",625,20
"5089","Sami Carlson",625,14
"5090","Gunnar Weimar",625,9
"5091","Erik Warsky",626,9
"5092","Olga Treischl",627,24
"5093","Nelly Fleming",627,17
"5094","Viky Moreux",628,5
"5095","Mike Friedman",628,6
"5096","Viky Moreux",628,16
"5097","Olga Treischl",628,16
"5098","Nelly Fleming",628,13
"5099","Nelly Fleming",628,15
"5100","Sami Carlson",628,4
"5101","Sissy Welch",421,16
"5102","Sandra Toble",422,23
"5103","Sandra Toble",424,5
"5104","Sissy Welch",631,24
"5105","Erik Warsky",631,14
"5106","Sissy Welch",635,14
"5107","Sami Carlson",635,23
"5108","Gerry Walsh",636,5
"5109","Sandra Toble",638,19
"5110","Olov Rasmussen",641,9
"5111","Olov Rasmussen",642,21
"5112","Viky Moreux",645,4
"5113","Gerry Walsh",645,8
"5114","Erik Warsky",645,19
"5115","Sissy Welch",645,23
